Repositório,Estrelas,Pull Requests,Estado PR,Número PR,Data de Criação PR,Data de Fechamento PR,Data de Merge PR,Intervalo Criação e Última Atividade,Status Revisão,Revisões,Arquivos Alterados,Linhas Adicionadas,Linhas Excluídas,Caracteres Corpo PR,Participantes PR,Comentários PR
kubernetes/kubernetes,106660,78401,CLOSED,124211,2024-04-07 06:24:04+00:00,2024-04-10 06:15:44+00:00,0,71.86,0,4,1,0,10,385,4,6
kubernetes/kubernetes,106660,78401,MERGED,124206,2024-04-06 10:35:48+00:00,2024-04-07 02:52:22+00:00,2024-04-07 02:52:22+00:00,16.28,0,0,1,118,118,449,7,7
kubernetes/kubernetes,106660,78401,MERGED,124199,2024-04-05 14:03:58+00:00,2024-04-05 20:20:48+00:00,2024-04-05 20:20:48+00:00,6.28,APPROVED,1,7,40,40,531,5,5
kubernetes/kubernetes,106660,78401,MERGED,124198,2024-04-05 13:55:49+00:00,2024-04-05 22:05:30+00:00,2024-04-05 22:05:30+00:00,8.16,APPROVED,1,9,50,50,631,6,6
kubernetes/kubernetes,106660,78401,MERGED,124197,2024-04-05 13:47:17+00:00,2024-04-05 20:20:44+00:00,2024-04-05 20:20:44+00:00,6.56,APPROVED,1,17,80,80,613,5,3
kubernetes/kubernetes,106660,78401,MERGED,124196,2024-04-05 12:28:44+00:00,2024-04-05 14:30:42+00:00,2024-04-05 14:30:42+00:00,2.03,APPROVED,2,7,41,41,531,6,8
kubernetes/kubernetes,106660,78401,CLOSED,124190,2024-04-04 17:35:06+00:00,2024-04-05 23:59:22+00:00,0,30.4,0,0,138,637,637,611,4,7
kubernetes/kubernetes,106660,78401,CLOSED,124184,2024-04-04 13:08:08+00:00,2024-04-04 13:12:09+00:00,0,0.07,0,0,50,140,4000,282,2,7
kubernetes/kubernetes,106660,78401,MERGED,124180,2024-04-04 08:51:20+00:00,2024-04-04 15:21:57+00:00,2024-04-04 15:21:57+00:00,6.51,APPROVED,1,132,1612,616,440,6,5
kubernetes/kubernetes,106660,78401,MERGED,124179,2024-04-04 08:44:33+00:00,2024-04-04 15:21:44+00:00,2024-04-04 15:21:44+00:00,6.62,APPROVED,1,132,1612,616,438,6,9
kubernetes/kubernetes,106660,78401,MERGED,124178,2024-04-04 08:35:55+00:00,2024-04-04 15:24:35+00:00,2024-04-04 15:24:35+00:00,6.81,APPROVED,1,130,1598,602,440,6,5
kubernetes/kubernetes,106660,78401,CLOSED,124175,2024-04-04 01:59:57+00:00,2024-04-05 17:59:46+00:00,0,40.0,0,0,23,105,46,182,5,14
kubernetes/kubernetes,106660,78401,MERGED,124174,2024-04-03 20:39:00+00:00,2024-04-04 03:13:02+00:00,2024-04-04 03:13:02+00:00,6.57,0,0,81,1170,405,491,6,13
kubernetes/kubernetes,106660,78401,MERGED,124172,2024-04-03 18:55:32+00:00,2024-04-05 10:47:59+00:00,2024-04-05 10:47:59+00:00,39.87,APPROVED,1,3,35,10,175,6,6
kubernetes/kubernetes,106660,78401,CLOSED,124171,2024-04-03 16:46:26+00:00,2024-04-10 02:24:02+00:00,0,153.63,0,0,6,362,311,371,2,4
kubernetes/kubernetes,106660,78401,CLOSED,124169,2024-04-03 14:22:47+00:00,2024-04-03 14:36:35+00:00,0,0.23,0,3,1,1,1,884,3,5
kubernetes/kubernetes,106660,78401,CLOSED,124145,2024-04-02 04:44:39+00:00,2024-04-05 22:59:14+00:00,0,90.24,0,10,2,7,7,1606,5,5
kubernetes/kubernetes,106660,78401,MERGED,124143,2024-04-01 20:17:55+00:00,2024-04-01 21:19:36+00:00,2024-04-01 21:19:36+00:00,1.03,0,1,1,4,0,85,3,4
kubernetes/kubernetes,106660,78401,MERGED,124142,2024-04-01 18:34:26+00:00,2024-04-05 08:34:47+00:00,2024-04-05 08:34:47+00:00,86.01,APPROVED,1,1,1,1,321,5,4
kubernetes/kubernetes,106660,78401,MERGED,124141,2024-04-01 18:33:47+00:00,2024-04-05 09:37:29+00:00,2024-04-05 09:37:29+00:00,87.06,APPROVED,1,1,1,1,321,5,4
kubernetes/kubernetes,106660,78401,MERGED,124140,2024-04-01 18:30:15+00:00,2024-04-05 08:41:11+00:00,2024-04-05 08:41:11+00:00,86.18,APPROVED,1,1,1,1,321,5,6
kubernetes/kubernetes,106660,78401,MERGED,124129,2024-04-01 09:29:21+00:00,2024-04-05 08:34:24+00:00,2024-04-05 08:34:24+00:00,95.08,APPROVED,2,3,157,9,182,4,3
kubernetes/kubernetes,106660,78401,MERGED,124128,2024-04-01 09:27:14+00:00,2024-04-05 09:37:15+00:00,2024-04-05 09:37:15+00:00,96.17,APPROVED,2,3,157,9,182,4,4
kubernetes/kubernetes,106660,78401,MERGED,124126,2024-04-01 08:49:35+00:00,2024-04-05 08:41:00+00:00,2024-04-05 08:41:00+00:00,95.86,APPROVED,2,3,157,9,182,4,2
kubernetes/kubernetes,106660,78401,MERGED,124124,2024-04-01 03:11:26+00:00,2024-04-01 08:35:35+00:00,2024-04-01 08:35:35+00:00,5.4,0,1,4,17,14,417,3,6
kubernetes/kubernetes,106660,78401,CLOSED,124118,2024-03-30 17:38:32+00:00,2024-04-01 16:11:06+00:00,0,46.54,0,0,1,3,3,434,4,10
kubernetes/kubernetes,106660,78401,MERGED,124111,2024-03-29 14:19:38+00:00,2024-03-29 15:53:43+00:00,2024-03-29 15:53:43+00:00,1.57,0,0,1,12,4,126,4,6
kubernetes/kubernetes,106660,78401,MERGED,124110,2024-03-29 13:38:24+00:00,2024-04-05 10:47:50+00:00,2024-04-05 10:47:50+00:00,165.16,APPROVED,2,1,12,0,184,6,8
kubernetes/kubernetes,106660,78401,CLOSED,124105,2024-03-29 02:27:47+00:00,2024-03-29 03:02:51+00:00,0,0.58,0,0,13,2205,0,406,2,6
kubernetes/kubernetes,106660,78401,MERGED,124099,2024-03-28 13:58:32+00:00,2024-04-02 15:24:11+00:00,2024-04-02 15:24:11+00:00,121.43,APPROVED,2,12,39,39,545,8,8
kubernetes/kubernetes,106660,78401,CLOSED,124085,2024-03-27 20:49:57+00:00,2024-03-28 09:20:42+00:00,0,12.51,0,0,1,3,0,331,2,5
kubernetes/kubernetes,106660,78401,MERGED,124084,2024-03-27 20:06:02+00:00,2024-04-10 17:13:59+00:00,2024-04-10 17:13:59+00:00,333.13,0,53,8,108,7,470,16,43
kubernetes/kubernetes,106660,78401,MERGED,124078,2024-03-27 14:44:31+00:00,2024-03-27 15:52:54+00:00,2024-03-27 15:52:54+00:00,1.14,APPROVED,1,1,484,3,526,5,7
kubernetes/kubernetes,106660,78401,CLOSED,124077,2024-03-27 14:35:15+00:00,2024-04-08 11:22:16+00:00,0,284.78,0,0,0,0,0,282,2,7
kubernetes/kubernetes,106660,78401,CLOSED,124072,2024-03-27 09:35:56+00:00,2024-04-11 09:18:59+00:00,0,359.72,0,4,0,0,0,336,5,11
kubernetes/kubernetes,106660,78401,MERGED,124048,2024-03-25 19:48:57+00:00,2024-03-27 08:54:53+00:00,2024-03-27 08:54:53+00:00,37.1,0,6,1,1,1,446,4,10
kubernetes/kubernetes,106660,78401,CLOSED,124035,2024-03-24 13:00:09+00:00,2024-03-25 03:31:15+00:00,0,14.52,0,0,55,184,183,1132,3,5
kubernetes/kubernetes,106660,78401,CLOSED,124032,2024-03-23 16:59:22+00:00,2024-03-23 20:31:15+00:00,0,3.53,0,0,1,1,1,282,3,9
kubernetes/kubernetes,106660,78401,CLOSED,124031,2024-03-23 16:49:29+00:00,2024-03-23 20:32:20+00:00,0,3.71,0,0,1,1,1,282,4,10
kubernetes/kubernetes,106660,78401,MERGED,124019,2024-03-21 11:46:56+00:00,2024-04-02 14:00:12+00:00,2024-04-02 14:00:12+00:00,290.22,0,7,1,6,18,923,8,9
kubernetes/kubernetes,106660,78401,MERGED,124011,2024-03-20 16:21:37+00:00,2024-03-22 15:16:08+00:00,2024-03-22 15:16:08+00:00,46.91,0,2,1,1,1,687,7,12
kubernetes/kubernetes,106660,78401,MERGED,124010,2024-03-20 16:09:30+00:00,2024-03-21 21:14:13+00:00,2024-03-21 21:14:13+00:00,29.08,0,2,1,11,11,692,6,11
kubernetes/kubernetes,106660,78401,MERGED,124009,2024-03-20 15:38:48+00:00,2024-03-21 17:33:27+00:00,2024-03-21 17:33:27+00:00,25.91,0,1,3,0,104,363,6,17
kubernetes/kubernetes,106660,78401,MERGED,124007,2024-03-20 14:13:03+00:00,2024-03-20 21:32:07+00:00,2024-03-20 21:32:07+00:00,7.32,0,0,4,38,10,837,4,6
kubernetes/kubernetes,106660,78401,MERGED,124006,2024-03-20 14:10:13+00:00,2024-03-20 21:31:40+00:00,2024-03-20 21:31:40+00:00,7.36,0,0,4,38,10,837,4,6
kubernetes/kubernetes,106660,78401,MERGED,124001,2024-03-19 21:58:52+00:00,2024-03-20 14:21:53+00:00,2024-03-20 14:21:53+00:00,16.38,0,0,7,8,238,564,4,6
kubernetes/kubernetes,106660,78401,CLOSED,124000,2024-03-19 21:05:39+00:00,2024-03-20 13:33:00+00:00,0,16.46,0,4,1,18,0,624,4,7
kubernetes/kubernetes,106660,78401,CLOSED,123998,2024-03-19 20:00:16+00:00,2024-03-19 20:14:08+00:00,0,0.23,0,0,9,792,49,680,4,6
kubernetes/kubernetes,106660,78401,MERGED,123994,2024-03-19 14:19:46+00:00,2024-03-19 16:49:40+00:00,2024-03-19 16:49:40+00:00,2.5,0,0,1,3,12,38,4,7
kubernetes/kubernetes,106660,78401,MERGED,123983,2024-03-19 05:02:26+00:00,2024-03-19 11:06:05+00:00,2024-03-19 11:06:05+00:00,6.06,0,0,1,2,1,1921,4,7
kubernetes/kubernetes,106660,78401,MERGED,123978,2024-03-18 20:25:13+00:00,2024-03-22 15:15:57+00:00,2024-03-22 15:15:57+00:00,90.85,0,0,1,1,0,100,5,7
kubernetes/kubernetes,106660,78401,MERGED,123973,2024-03-18 14:23:53+00:00,2024-03-20 21:28:44+00:00,2024-03-20 21:28:44+00:00,55.08,0,12,8,99,71,1051,7,12
kubernetes/kubernetes,106660,78401,CLOSED,123966,2024-03-17 19:14:49+00:00,2024-03-25 14:38:52+00:00,0,187.4,0,0,3,119,18,996,3,7
kubernetes/kubernetes,106660,78401,MERGED,123956,2024-03-15 20:07:51+00:00,2024-03-18 21:57:19+00:00,2024-03-18 21:57:19+00:00,73.82,0,0,1,1,0,1450,3,5
kubernetes/kubernetes,106660,78401,CLOSED,123949,2024-03-15 12:15:16+00:00,2024-03-28 09:18:38+00:00,0,309.06,0,0,1,1,1,2572,4,12
kubernetes/kubernetes,106660,78401,MERGED,123944,2024-03-15 00:47:38+00:00,2024-03-15 04:32:52+00:00,2024-03-15 04:32:52+00:00,3.75,0,0,1,0,7,490,4,7
kubernetes/kubernetes,106660,78401,MERGED,123943,2024-03-14 23:48:09+00:00,2024-03-18 09:39:27+00:00,2024-03-18 09:39:27+00:00,81.86,0,6,4,62,0,1022,7,18
kubernetes/kubernetes,106660,78401,MERGED,123942,2024-03-14 22:28:46+00:00,2024-03-15 01:23:47+00:00,2024-03-15 01:23:47+00:00,2.92,0,0,2,28,1,756,3,8
kubernetes/kubernetes,106660,78401,MERGED,123939,2024-03-14 17:18:14+00:00,2024-03-18 19:30:05+00:00,2024-03-18 19:30:05+00:00,98.2,0,0,2,24,2,612,6,13
kubernetes/kubernetes,106660,78401,CLOSED,123936,2024-03-14 14:32:59+00:00,2024-03-14 18:32:23+00:00,0,3.99,0,0,1,1,0,429,4,6
kubernetes/kubernetes,106660,78401,MERGED,123935,2024-03-14 14:31:52+00:00,2024-03-18 12:51:14+00:00,2024-03-18 12:51:14+00:00,94.32,0,28,5,60,17,1324,7,24
kubernetes/kubernetes,106660,78401,MERGED,123932,2024-03-14 13:15:23+00:00,2024-03-14 19:11:35+00:00,2024-03-14 19:11:35+00:00,5.94,0,0,26,552,552,454,7,11
kubernetes/kubernetes,106660,78401,MERGED,123926,2024-03-14 08:10:43+00:00,2024-03-14 18:02:47+00:00,2024-03-14 18:02:47+00:00,9.87,0,0,1,1,1,1784,7,13
kubernetes/kubernetes,106660,78401,MERGED,123925,2024-03-14 08:03:03+00:00,2024-03-14 09:06:09+00:00,2024-03-14 09:06:09+00:00,1.05,0,0,1,1,1,588,4,5
kubernetes/kubernetes,106660,78401,CLOSED,123914,2024-03-13 13:59:23+00:00,2024-03-28 19:40:52+00:00,0,365.69,0,0,10,140,40,286,6,17
kubernetes/kubernetes,106660,78401,MERGED,123909,2024-03-13 06:58:45+00:00,2024-03-14 18:02:40+00:00,2024-03-14 18:02:40+00:00,35.07,0,18,27,1239,1221,443,12,13
kubernetes/kubernetes,106660,78401,MERGED,123908,2024-03-12 23:48:47+00:00,2024-03-27 18:42:19+00:00,2024-03-27 18:42:19+00:00,354.89,APPROVED,5,1,31,0,1465,8,42
kubernetes/kubernetes,106660,78401,MERGED,123907,2024-03-12 23:11:37+00:00,2024-03-15 13:35:02+00:00,2024-03-15 13:35:02+00:00,62.39,0,17,6,76,21,382,5,14
kubernetes/kubernetes,106660,78401,MERGED,123904,2024-03-12 17:47:01+00:00,2024-03-12 23:20:54+00:00,2024-03-12 23:20:54+00:00,5.56,0,1,1,13,0,883,6,8
kubernetes/kubernetes,106660,78401,CLOSED,123903,2024-03-12 17:40:46+00:00,2024-03-28 08:43:18+00:00,0,375.04,0,8,1,6,2,615,5,4
kubernetes/kubernetes,106660,78401,MERGED,123897,2024-03-12 12:38:27+00:00,2024-03-13 10:55:54+00:00,2024-03-13 10:55:54+00:00,22.29,0,10,1,8,1,847,5,5
kubernetes/kubernetes,106660,78401,MERGED,123896,2024-03-12 12:20:53+00:00,2024-03-12 15:34:13+00:00,2024-03-12 15:34:13+00:00,3.22,0,7,6,2,295,86,9,7
kubernetes/kubernetes,106660,78401,CLOSED,123895,2024-03-12 12:09:52+00:00,2024-03-12 21:11:30+00:00,0,9.03,0,0,1,251,0,954,2,3
kubernetes/kubernetes,106660,78401,CLOSED,123892,2024-03-12 10:02:55+00:00,2024-03-16 14:51:23+00:00,0,100.81,0,0,1,104,76,1239,3,7
kubernetes/kubernetes,106660,78401,MERGED,123891,2024-03-12 09:58:22+00:00,2024-03-13 13:49:18+00:00,2024-03-13 13:49:18+00:00,27.85,0,0,1,1,0,635,6,13
kubernetes/kubernetes,106660,78401,MERGED,123887,2024-03-12 08:55:25+00:00,2024-03-13 11:59:34+00:00,2024-03-13 11:59:34+00:00,27.07,0,11,1,0,1,1878,5,10
kubernetes/kubernetes,106660,78401,MERGED,123873,2024-03-11 21:18:15+00:00,2024-03-12 21:38:18+00:00,2024-03-12 21:38:18+00:00,24.33,0,1,2,15,15,582,6,13
kubernetes/kubernetes,106660,78401,CLOSED,123870,2024-03-11 19:21:31+00:00,2024-03-11 21:26:18+00:00,0,2.08,0,1,1,1,1,306,4,4
kubernetes/kubernetes,106660,78401,MERGED,123866,2024-03-11 15:40:24+00:00,2024-03-12 13:53:32+00:00,2024-03-12 13:53:32+00:00,22.22,0,2,1,2,1,43,5,10
kubernetes/kubernetes,106660,78401,MERGED,123865,2024-03-11 14:37:13+00:00,2024-03-11 18:26:13+00:00,2024-03-11 18:26:13+00:00,3.82,0,2,1,3,1,526,3,10
kubernetes/kubernetes,106660,78401,MERGED,123862,2024-03-11 13:54:23+00:00,2024-03-11 21:35:59+00:00,2024-03-11 21:35:59+00:00,7.69,0,1,1,1,1,278,4,6
kubernetes/kubernetes,106660,78401,MERGED,123857,2024-03-11 07:02:50+00:00,2024-03-14 19:11:22+00:00,2024-03-14 19:11:22+00:00,84.14,0,5,1,470,0,347,6,14
kubernetes/kubernetes,106660,78401,MERGED,123856,2024-03-11 05:12:00+00:00,2024-03-11 09:22:33+00:00,2024-03-11 09:22:33+00:00,4.18,0,0,1,13,1,1014,4,8
kubernetes/kubernetes,106660,78401,MERGED,123849,2024-03-11 02:03:37+00:00,2024-03-11 15:51:34+00:00,2024-03-11 15:51:34+00:00,13.8,0,9,1,5,7,333,5,11
kubernetes/kubernetes,106660,78401,MERGED,123847,2024-03-10 19:45:41+00:00,2024-03-11 02:23:50+00:00,2024-03-11 02:23:50+00:00,6.64,0,1,1,8,3,560,5,12
kubernetes/kubernetes,106660,78401,MERGED,123846,2024-03-10 15:47:17+00:00,2024-03-10 23:11:40+00:00,2024-03-10 23:11:40+00:00,7.41,0,0,1,2,1,488,4,6
kubernetes/kubernetes,106660,78401,MERGED,123831,2024-03-09 11:50:44+00:00,2024-03-11 10:25:15+00:00,2024-03-11 10:25:14+00:00,46.58,APPROVED,1,1,3,0,302,5,12
kubernetes/kubernetes,106660,78401,MERGED,123828,2024-03-08 23:41:05+00:00,2024-03-11 21:35:57+00:00,2024-03-11 21:35:57+00:00,69.91,0,7,3,33,11,1186,6,17
kubernetes/kubernetes,106660,78401,CLOSED,123827,2024-03-08 21:03:37+00:00,2024-03-09 19:53:35+00:00,0,22.83,0,3,5,176,11,972,4,8
kubernetes/kubernetes,106660,78401,MERGED,123826,2024-03-08 20:58:46+00:00,2024-03-08 23:11:13+00:00,2024-03-08 23:11:13+00:00,2.21,0,2,1,10,21,576,3,7
kubernetes/kubernetes,106660,78401,MERGED,123821,2024-03-08 11:57:30+00:00,2024-03-08 13:32:32+00:00,2024-03-08 13:32:32+00:00,1.58,0,1,1,20,7,825,5,9
kubernetes/kubernetes,106660,78401,MERGED,123815,2024-03-08 05:45:38+00:00,2024-03-08 16:00:35+00:00,2024-03-08 16:00:35+00:00,10.25,APPROVED,1,2,8,9,564,5,6
kubernetes/kubernetes,106660,78401,CLOSED,123813,2024-03-08 03:11:11+00:00,2024-03-14 16:33:33+00:00,0,157.37,0,0,3,31,96,733,3,4
microsoft/PowerToys,104223,5125,MERGED,32404,2024-04-11 14:00:15+00:00,2024-04-11 14:03:00+00:00,2024-04-11 14:03:00+00:00,0.05,APPROVED,1,1,8,8,0,2,0
microsoft/PowerToys,104223,5125,MERGED,32382,2024-04-10 21:24:26+00:00,2024-04-12 16:03:00+00:00,2024-04-12 16:03:00+00:00,42.64,APPROVED,1,1,12,3,1199,2,3
microsoft/PowerToys,104223,5125,MERGED,32359,2024-04-09 19:16:51+00:00,2024-04-09 20:06:18+00:00,2024-04-09 20:06:18+00:00,0.82,APPROVED,1,2,2,2,136,2,0
microsoft/PowerToys,104223,5125,CLOSED,32357,2024-04-09 16:30:19+00:00,2024-04-12 16:46:00+00:00,0,72.26,CHANGES_REQUESTED,2,2,2997,291,70,4,9
microsoft/PowerToys,104223,5125,MERGED,32356,2024-04-09 16:13:15+00:00,2024-04-09 18:47:38+00:00,2024-04-09 18:47:38+00:00,2.57,APPROVED,1,1,6,4,1100,2,1
microsoft/PowerToys,104223,5125,MERGED,32355,2024-04-09 16:01:33+00:00,2024-04-09 18:46:17+00:00,2024-04-09 18:46:17+00:00,2.75,APPROVED,2,2,3,3,1326,4,2
microsoft/PowerToys,104223,5125,MERGED,32336,2024-04-08 16:13:09+00:00,2024-04-09 09:00:22+00:00,2024-04-09 09:00:22+00:00,16.79,APPROVED,1,1,5,0,946,3,6
microsoft/PowerToys,104223,5125,MERGED,32217,2024-04-03 22:58:01+00:00,2024-04-09 18:53:24+00:00,2024-04-09 18:53:24+00:00,139.92,APPROVED,4,1,1,0,573,3,0
microsoft/PowerToys,104223,5125,MERGED,32209,2024-04-03 17:04:33+00:00,2024-04-03 18:00:03+00:00,2024-04-03 18:00:03+00:00,0.93,APPROVED,1,2,4,6,225,2,0
microsoft/PowerToys,104223,5125,MERGED,32208,2024-04-03 15:01:32+00:00,2024-04-03 18:29:14+00:00,2024-04-03 18:29:14+00:00,3.46,APPROVED,1,10,0,0,939,3,5
microsoft/PowerToys,104223,5125,MERGED,32196,2024-04-02 22:43:23+00:00,2024-04-03 09:58:44+00:00,2024-04-03 09:58:44+00:00,11.26,APPROVED,3,6,156,102,1349,2,0
microsoft/PowerToys,104223,5125,MERGED,32193,2024-04-02 18:39:26+00:00,2024-04-02 20:16:57+00:00,2024-04-02 20:16:57+00:00,1.63,APPROVED,1,1,1,1,728,2,0
microsoft/PowerToys,104223,5125,MERGED,32192,2024-04-02 18:37:26+00:00,2024-04-02 20:18:41+00:00,2024-04-02 20:18:41+00:00,1.69,APPROVED,1,3,14,0,728,2,0
microsoft/PowerToys,104223,5125,MERGED,32191,2024-04-02 13:54:30+00:00,2024-04-02 20:17:39+00:00,2024-04-02 20:17:39+00:00,6.39,APPROVED,1,1,1,1,795,2,0
microsoft/PowerToys,104223,5125,MERGED,32184,2024-04-02 10:34:07+00:00,2024-04-04 17:35:55+00:00,2024-04-04 17:35:55+00:00,55.03,APPROVED,6,1,80,88,82,4,2
microsoft/PowerToys,104223,5125,MERGED,32166,2024-04-01 17:41:59+00:00,2024-04-02 18:47:59+00:00,2024-04-02 18:47:59+00:00,25.1,APPROVED,6,6,39,48,586,2,1
microsoft/PowerToys,104223,5125,MERGED,32139,2024-03-29 21:46:25+00:00,2024-04-01 17:29:45+00:00,2024-04-01 17:29:45+00:00,67.72,APPROVED,1,3,7,15,759,3,1
microsoft/PowerToys,104223,5125,MERGED,32137,2024-03-29 19:03:50+00:00,2024-04-01 17:30:38+00:00,2024-04-01 17:30:38+00:00,70.45,APPROVED,1,2,15,8,444,3,3
microsoft/PowerToys,104223,5125,MERGED,32116,2024-03-28 15:04:00+00:00,2024-03-28 16:53:17+00:00,2024-03-28 16:53:17+00:00,1.82,APPROVED,1,7,119,29,857,2,1
microsoft/PowerToys,104223,5125,MERGED,32108,2024-03-28 08:58:41+00:00,2024-03-28 15:10:39+00:00,2024-03-28 15:10:39+00:00,6.2,APPROVED,1,5,33,0,853,2,0
microsoft/PowerToys,104223,5125,MERGED,32095,2024-03-27 15:16:10+00:00,2024-03-28 14:43:22+00:00,2024-03-28 14:43:22+00:00,23.45,APPROVED,1,2,2,2,792,2,0
microsoft/PowerToys,104223,5125,MERGED,32094,2024-03-27 12:14:05+00:00,2024-03-28 14:35:12+00:00,2024-03-28 14:35:12+00:00,26.35,APPROVED,1,3,14,0,95,2,0
microsoft/PowerToys,104223,5125,MERGED,32088,2024-03-26 18:23:26+00:00,2024-03-26 21:11:19+00:00,2024-03-26 21:11:19+00:00,2.8,APPROVED,1,1,21,5,910,2,0
microsoft/PowerToys,104223,5125,MERGED,32085,2024-03-26 14:56:53+00:00,2024-03-26 16:50:08+00:00,2024-03-26 16:50:08+00:00,1.89,APPROVED,1,20,60,45,1104,2,0
microsoft/PowerToys,104223,5125,MERGED,32082,2024-03-26 11:46:36+00:00,2024-03-26 15:37:40+00:00,2024-03-26 15:37:40+00:00,3.85,APPROVED,1,2,6,6,177,2,0
microsoft/PowerToys,104223,5125,MERGED,32064,2024-03-24 22:51:06+00:00,2024-03-25 10:21:49+00:00,2024-03-25 10:21:49+00:00,11.51,APPROVED,1,1,1,0,171,2,0
microsoft/PowerToys,104223,5125,MERGED,32034,2024-03-22 12:51:22+00:00,2024-03-28 14:33:13+00:00,2024-03-28 14:33:13+00:00,145.7,APPROVED,3,1,49,4,941,2,0
microsoft/PowerToys,104223,5125,MERGED,32028,2024-03-21 22:08:04+00:00,2024-03-22 15:58:55+00:00,2024-03-22 15:58:55+00:00,17.85,APPROVED,8,1,2,2,730,3,0
microsoft/PowerToys,104223,5125,MERGED,32026,2024-03-21 19:33:17+00:00,2024-03-22 15:16:48+00:00,2024-03-22 15:16:48+00:00,19.73,APPROVED,1,2,35,0,1010,2,1
microsoft/PowerToys,104223,5125,MERGED,32025,2024-03-21 17:38:52+00:00,2024-03-26 16:24:03+00:00,2024-03-26 16:24:03+00:00,118.75,APPROVED,2,3,10,2,851,3,0
microsoft/PowerToys,104223,5125,MERGED,32004,2024-03-20 14:49:45+00:00,2024-03-20 18:17:25+00:00,2024-03-20 18:17:24+00:00,3.46,APPROVED,1,1,17,1,1417,2,0
microsoft/PowerToys,104223,5125,MERGED,31967,2024-03-17 13:26:13+00:00,2024-03-21 12:02:57+00:00,2024-03-21 12:02:57+00:00,94.61,APPROVED,1,4,80,13,936,3,3
microsoft/PowerToys,104223,5125,MERGED,31921,2024-03-14 12:43:52+00:00,2024-03-15 14:23:47+00:00,2024-03-15 14:23:47+00:00,25.67,APPROVED,2,2,58,11,1779,2,0
microsoft/PowerToys,104223,5125,MERGED,31903,2024-03-13 15:47:57+00:00,2024-03-13 16:29:22+00:00,2024-03-13 16:29:22+00:00,0.69,APPROVED,1,2,2,2,71,2,0
microsoft/PowerToys,104223,5125,MERGED,31876,2024-03-12 15:48:48+00:00,2024-03-14 22:18:19+00:00,2024-03-14 22:18:19+00:00,54.49,APPROVED,1,1,1,1,871,2,0
microsoft/PowerToys,104223,5125,MERGED,31863,2024-03-12 04:39:35+00:00,2024-03-13 18:49:16+00:00,2024-03-13 18:49:16+00:00,38.16,APPROVED,4,1,19,10,1004,3,1
microsoft/PowerToys,104223,5125,MERGED,31860,2024-03-12 00:23:17+00:00,2024-03-13 21:19:51+00:00,2024-03-13 21:19:51+00:00,44.94,APPROVED,1,2,3,3,841,2,0
microsoft/PowerToys,104223,5125,MERGED,31853,2024-03-11 14:02:26+00:00,2024-03-11 17:24:42+00:00,2024-03-11 17:24:42+00:00,3.37,APPROVED,1,1,26,26,330,2,0
microsoft/PowerToys,104223,5125,MERGED,31851,2024-03-11 13:25:34+00:00,2024-03-14 22:05:44+00:00,2024-03-14 22:05:44+00:00,80.67,APPROVED,1,1,1,1,950,2,0
microsoft/PowerToys,104223,5125,MERGED,31849,2024-03-11 12:04:06+00:00,2024-03-15 15:04:42+00:00,2024-03-15 15:04:42+00:00,99.01,APPROVED,1,1,1,1,684,2,0
microsoft/PowerToys,104223,5125,CLOSED,31828,2024-03-10 14:21:10+00:00,2024-04-13 09:42:34+00:00,0,811.36,CHANGES_REQUESTED,9,7,338,217,579,5,1
microsoft/PowerToys,104223,5125,MERGED,31824,2024-03-10 12:32:09+00:00,2024-03-14 22:36:21+00:00,2024-03-14 22:36:21+00:00,106.07,APPROVED,3,1,1,0,897,4,1
microsoft/PowerToys,104223,5125,MERGED,31809,2024-03-09 00:44:16+00:00,2024-03-12 17:02:18+00:00,2024-03-12 17:02:18+00:00,88.3,APPROVED,2,1,0,3,874,4,3
microsoft/PowerToys,104223,5125,MERGED,31805,2024-03-08 15:43:23+00:00,2024-03-14 15:23:36+00:00,2024-03-14 15:23:36+00:00,143.67,APPROVED,2,2,6,4,810,3,1
microsoft/PowerToys,104223,5125,MERGED,31802,2024-03-08 12:19:05+00:00,2024-03-20 14:28:43+00:00,2024-03-20 14:28:43+00:00,290.16,APPROVED,2,13,84,14,1157,3,1
microsoft/PowerToys,104223,5125,CLOSED,31767,2024-03-07 01:10:29+00:00,2024-04-03 15:23:30+00:00,0,662.22,REVIEW_REQUIRED,0,1,0,0,839,4,7
microsoft/PowerToys,104223,5125,MERGED,31754,2024-03-06 13:32:02+00:00,2024-03-12 16:51:28+00:00,2024-03-12 16:51:28+00:00,147.32,APPROVED,3,4,25,7,1495,3,0
microsoft/PowerToys,104223,5125,MERGED,31750,2024-03-06 12:19:54+00:00,2024-03-11 17:22:57+00:00,2024-03-11 17:22:57+00:00,125.05,APPROVED,1,1,1,0,206,2,0
microsoft/PowerToys,104223,5125,MERGED,31715,2024-03-05 12:34:34+00:00,2024-03-06 12:22:40+00:00,2024-03-06 12:22:40+00:00,23.8,APPROVED,1,1,5,5,1127,2,2
microsoft/PowerToys,104223,5125,CLOSED,31683,2024-03-03 20:21:22+00:00,2024-03-04 17:30:05+00:00,0,21.15,REVIEW_REQUIRED,0,3,6,2,728,2,5
microsoft/PowerToys,104223,5125,MERGED,31679,2024-03-03 15:51:04+00:00,2024-03-14 15:06:52+00:00,2024-03-14 15:06:52+00:00,263.26,APPROVED,2,1,2,2,858,2,2
